brand,code,name,hex
Cosmo,2307,2307,#a47348
Anchor,Anchor 945,Yellow Green Very Light,#a4975e
Sullivans,Sullivans 45318,Khaki Green Light,#a49865
Madeira,1803,Steel Grey VY LT,#a49f9e
Madeira,1001,Antique Blue VY LT,#a4c6d8
Sullivans,Sullivans 45381,Sky Blue Light,#a4dbe8
Madeira,212,Christmas Red DK,#a5010d
Anchor,Anchor 47,Christmas Red,#a51c00
Sullivans,Sullivans 45427,Terra Cotta,#a52929
Madeira,707,Mauve Med DK,#a53675
Madeira,2306,Mahogany LT,#a56033
Anchor,Anchor 943,Tan Medium,#a57148
Anchor,Anchor 1045,Golden Brown Medium Light,#a5753c
Cosmo,262,262,#a580bc
Cosmo,2036,2036,#a59087
Cosmo,822,822,#a59a3e
Ariadna,1635A,steel grey medium,#a5aec7
Anchor,Anchor 240,Pistachio Green Light,#a5bf96
Ariadna,1614,blue light,#a5c8f5
Sullivans,Sullivans 45479,Forest Green Light,#a5c98f
DMC,817,Coral Red very dark,#a60d1b
CXC,CXC 817,Coral Red very dark,#a60d1b
DMC,326,Rose very deep,#a61238
CXC,CXC 326,Rose very deep,#a61238
Sullivans,Sullivans 45346,Dusty Rose Ultra Dark,#a6173d
DMC,347,Salmon very dark,#a62030
CXC,CXC 347,Salmon very dark,#a62030
Ariadna,1556,garnet medium,#a63544
Cosmo,484A,484A,#a63c8a
Finca,7580,Red Copper,#a64510
DMC,209,Lavender dark,#a66cb3
CXC,CXC 209,Lavender dark,#a66cb3
DMC,680,Old Gold dark,#a67334
CXC,CXC 680,Old Gold dark,#a67334
Cosmo,282,282,#a674ba
DMC,3828,Hazelnut Brown,#a67946
CXC,CXC 3828,Hazelnut Brown,#a67946
Ariadna,1608,blue violet,#a680ca
Sullivans,Sullivans 45102,Shell Grey Medium,#a68c8c
Madeira,2109,Drab Brown LT,#a68e75
Sullivans,Sullivans 45085,Mustard Light,#a69267
Anchor,Anchor 831,Drab Brown Light,#a69380
Cosmo,172A,172A,#a69dce
Finca,8728,,#a6a6a8
Finca,5229,Khaki Green medium,#a6a75d
Anchor,Anchor 144,Navy Blue Ultra Very Light,#a6bdd9
Finca,4472,Pistachio Green light,#a6c298
Cosmo,533A,533A,#a6c49e
DMC,828,Blue ultra very light,#a6c9d4
CXC,CXC 828,Blue ultra very light,#a6c9d4
Sullivans,Sullivans 45263,Plum Medium,#a71152
DMC,718,Plum,#a7206f
CXC,CXC 718,Plum,#a7206f
Anchor,Anchor 1001,Golden Brown,#a75327
Sullivans,Sullivans 45434,Grape Light,#a76e9c
Sullivans,Sullivans 45145,Drab Brown Light,#a7875b
Finca,4812,Moss Green,#a7ae38
Anchor,Anchor 274,Grey Blue Very Light,#a7b2b5
Cosmo,922,922,#a7b88e
Cosmo,980,980,#a7bfc0
Finca,4379,Jade very light,#a7cdaf
DMC,3831,Raspberry dark,#a8203a
CXC,CXC 3831,Raspberry dark,#a8203a
Cosmo,108,108,#a82231
Sullivans,Sullivans 45266,Copper Medium,#a8231a
Anchor,Anchor 97,Violet Light,#a86896
Cosmo,552,552,#a89ccb
Sullivans,Sullivans 45408,Turquoise Very Light,#a8dade
Sullivans,Sullivans 45234,Golden Olive Light,#a97736
Anchor,Anchor 1084,Taupe,#a98966
Cosmo,316A,316A,#a9cba8
Cosmo,2011,2011,#a9d150
Cosmo,896,896,#a9dbd0
Finca,4048,Sea Green light,#a9e2d8
Cosmo,1241,1241,#aa163c
Ariadna,1742,mahogany,#aa3e0e
Cosmo,223,223,#aa427b
Cosmo,653,653,#aa6074
Madeira,2312,Peach Flesh Med,#aa6f50
Ariadna,1716,golden olive,#aa9634
Ariadna,1763,antique violet,#aa968c
Anchor,Anchor 391,Beige Grey Medium,#aa9e92
Cosmo,713,713,#aaa290
Ariadna,1804,olive gray light,#aab46e
Ariadna,1802,olive gray medium,#aab482
Cosmo,117,117,#aabe69
Madeira,1604,Laurel Green VY LT,#aad381
Ariadna,1640,sea green very light,#aadce1
Finca,2246,Mauve medium,#ab3357
Madeira,2609,Antique Plum Med,#ab3851
Ariadna,1585A,plum medium,#ab7bbd
Anchor,Anchor 279,Lime Green,#ab9b47
Ariadna,1811,pewter grey,#aba79e
DMC,2,Tin,#ababab
CXC,CXC 02,Tin,#ababab
Finca,8779,Steel Grey light,#ababab
Cosmo,683,683,#abae71
Finca,5140,Fern Green light,#abb197
DMC,168,Pewter very light,#abb3b7
CXC,CXC 168,Pewter very light,#abb3b7
DMC,928,Grey Green very light,#abb5b1
CXC,CXC 928,Grey Green very light,#abb5b1
DMC,321,Christmas Red,#ac0025
CXC,CXC 321,Christmas Red,#ac0025
Madeira,210,Christmas Red LT,#ac172d
Anchor,Anchor 68,Dusty Plum Medium,#ac396f
Anchor,Anchor 1024,Dusty Rose Medium,#ac444d
DMC,782,Topaz dark (781),#ac6520
CXC,CXC 782,Topaz dark (781),#ac6520
Anchor,Anchor 1048,Copper Medium,#ac6735
Madeira,2102,Hazelnut Brown VY LT,#ac845e
Sullivans,Sullivans 45042,Lavender Medium,#ac8fd7
DMC,3782,Mocha Brown light,#ac9278
CXC,CXC 3782,Mocha Brown light,#ac9278
Cosmo,2034,2034,#ac93a6
DMC,613,Drab Brown very light,#ac966d
CXC,CXC 613,Drab Brown very light,#ac966d
Madeira,1901,Beige Grey LT,#aca194
Cosmo,890,890,#aca99c
Sullivans,Sullivans 45120,Fern Green Very Light,#acaf8d
Finca,3556,Sky Blue light,#acd8e2
DMC,504,Blue Green Very Light,#acdac1
CXC,CXC 504,Blue Green Very Light,#acdac1
Anchor,Anchor 928,Blue Green Very Light,#acdae6
DMC,309,Rose deep,#ad203e
CXC,CXC 309,Rose deep,#ad203e
Sullivans,Sullivans 45356,Mauve,#ad345f
DMC,356,Terra Cotta medium,#ad4f45
CXC,CXC 356,Terra Cotta medium,#ad4f45
Finca,7731,Golden Brown,#ad7239
Madeira,803,Lavender DK,#ad7dbd
Ariadna,1794B,beige grey ultra dark,#ada090
DMC,3747,Blue Violet very light,#adbadf
CXC,CXC 3747,Blue Violet very light,#adbadf
Anchor,Anchor 264,Avocado Green Ultra Very Light,#adbb85
DMC,747,Sky Blue very light,#addbe1
CXC,CXC 747,Sky Blue very light,#addbe1
Anchor,Anchor 19,Pink Bright Ultra Very,#ae1a3c
Cosmo,346,346,#ae2229
Sullivans,Sullivans 45079,Terra Cotta Medium,#ae3d3c
Madeira,311,Copper Med,#ae471f
Cosmo,464,464,#ae534f
Cosmo,2031,2031,#ae6ba6
Cosmo,705A,705A,#ae6f29
Finca,8017,,#ae8d82
Sullivans,Sullivans 45154,Beaver Grey Light,#aea696
Sullivans,Sullivans 45481,Moss Green Medium Light,#aeab22
Madeira,1805,Grey Green Ultra VY,#aeb3af
Finca,4885,Avocado Green very light,#aebf79
Cosmo,2021,2021,#aee2e9
DMC,600,Cranberry very dark,#af0047
CXC,CXC 600,Cranberry very dark,#af0047
Sullivans,Sullivans 45064,Rose Very Deep,#af0126
DMC,316,Antique Mauve medium,#af6a7f
CXC,CXC 316,Antique Mauve medium,#af6a7f
Ariadna,1592,violet light,#af71ab
Madeira,2211,Topaz Med DK,#af720d
Sullivans,Sullivans 45091,Pearl Grey,#afb3bb
Cosmo,162A,162A,#afc6d4
Cosmo,270,270,#afd762
Cosmo,241A,241A,#b0202f
Ariadna,1750,terracotta dark,#b0403a
Cosmo,234,234,#b08294
DMC,833,Golden Olive light,#b08d3e
CXC,CXC 833,Golden Olive light,#b08d3e
Sullivans,Sullivans 45394,Mocha Brown Light,#b09680
DMC,734,Olive Green light,#b09d47
CXC,CXC 734,Olive Green light,#b09d47
Finca,8567,Beaver Grey medium,#b0a69c
DMC,16,Light Chartreuse,#b0b56a
CXC,CXC 16,Light Chartreuse,#b0b56a
Ariadna,1608B,lavender,#b0bbeb
Ariadna,1632,antique blue very light,#b0c3d4
Anchor,Anchor 159,Baby Blue Light,#b0d4e9
DMC,3687,Mauve,#b13d64
CXC,CXC 3687,Mauve,#b13d64
Anchor,Anchor 1003,Salmon,#b15824
Cosmo,433,433,#b16d8a
DMC,407,Clay Brown (3773),#b17260
CXC,CXC 407,Clay Brown (3773),#b17260
Madeira,2011,Tan,#b17329
DMC,3864,Mocha Beige light,#b1896f
CXC,CXC 3864,Mocha Beige light,#b1896f
Cosmo,473,473,#b19fa2
DMC,3753,Antique Blue ultra very light,#b1c6d7
CXC,CXC 3753,Antique Blue ultra very light,#b1c6d7
Cosmo,522,522,#b1c9de
Madeira,1104,Wedgewood Ultra VY L,#b1f0e0
Sullivans,Sullivans 45050,Christmas Red Medium,#b20125
Anchor,Anchor 308,Topaz Medium,#b25c07
DMC,3859,Rosewood light,#b26d5c
CXC,CXC 3859,Rosewood light,#b26d5c
Cosmo,575A,575A,#b28034
Cosmo,2151,2151,#b2ada3
Madeira,1610,Sage Green VY LT,#b2af3d
Cosmo,671,671,#b2af50
Cosmo,366,366,#b2b194
Sullivans,Sullivans 45113,Blue Green Very Light,#b2d4bd
Sullivans,Sullivans 45290,Nile Green Light,#b2eeb5
Sullivans,Sullivans 45052,Rose Deep,#b30e2c
Cosmo,2002,2002,#b32370
Cosmo,107,107,#b32b41
Finca,1667,Rose very deep,#b33b4b
DMC,223,Shell Pink light,#b35c65
CXC,CXC 223,Shell Pink light,#b35c65
Finca,7740,Mahogany medium,#b35f2b
Sullivans,Sullivans 45088,Clay Brown (3773),#b36862
Sullivans,Sullivans 45387,Desert Sand Medium,#b36862
Ariadna,1577,shell pink medium,#b37586
Anchor,Anchor 874,Gold Very Light,#b39360
Cosmo,333,333,#b3ddb3
Ariadna,1757,red chestnut,#b43c3c
Anchor,Anchor 339,Mahogany,#b44a22
Ariadna,1724,olive brown very dark,#b48c32
Madeira,2711,Antique Lavender DK,#b48fbc
DMC,6,Medium Light Driftwood,#b4a293
CXC,CXC 06,Medium Light Driftwood,#b4a293
Anchor,Anchor 869,Antique Violet Very Light,#b4a2ae
Ariadna,1807,beaver grey medium,#b4a78c
Cosmo,2009,2009,#b4ae3f
Ariadna,1705,khaki green,#b4b464
Ariadna,1604,blue violet light,#b4b4d2
Anchor,Anchor 253,Forest Green Ultra Very Light,#b4bb8e
Ariadna,1635C,pewter grey medium,#b4c6cf
Ariadna,1692,avocado green light,#b4c85a
Ariadna,1622,cornflower very light,#b4c8f5
DMC,775,Baby Blue very light,#b4cfdb
CXC,CXC 775,Baby Blue very light,#b4cfdb
Ariadna,1698,parrot green,#b4e600
Sullivans,Sullivans 45097,Tan,#b56944
Madeira,2212,Topaz DK,#b5750d
Sullivans,Sullivans 45126,Violet Light,#b581bd
Madeira,2203,Old Gold,#b58a2e
Anchor,Anchor 362,Tan Medium Light,#b58e63
Anchor,Anchor 108,Lavender Very Light,#b58ec3
Anchor,Anchor 260,Laurel Green Light,#b5c19b
Sullivans,Sullivans 45439,Baby Blue Pale,#b5d6e5
Anchor,Anchor 13,Coral Dark,#b60800
Cosmo,345,345,#b6232a
Cosmo,2242,2242,#b62d53
Anchor,Anchor 38,Dusty Pink,#b64758
Anchor,Anchor 326,Orange Spice Dark,#b64c1f
Ariadna,1740,honey dark,#b65b12
Anchor,Anchor 1008,Flesh Medium,#b68571
Cosmo,382,382,#b69b91
Sullivans,Sullivans 45345,Yellow Green Light,#b6b56d
Anchor,Anchor 117,Blue Violet Very Light,#b6c3e5
Anchor,Anchor 1032,Antique Blue Very Light,#b6c7d5
Finca,1906,Christmas Red medium,#b71f33
Sullivans,Sullivans 45457,Rosewood Light,#b75f52
Sullivans,Sullivans 45057,Antique Mauve Medium,#b76186
Sullivans,Sullivans 45334,Desert Sand,#b76459
Finca,2098,Antique Mauve medium,#b7737f
Sullivans,Sullivans 45178,Olive Green Light,#b79445
Finca,8605,Antique Violet light,#b79da7
Sullivans,Sullivans 45483,Pewter Very Light,#b7c1c3
Cosmo,857,857,#b82931
Madeira,506,Baby Pink VY DK,#b8405b
Ariadna,1595,heather dark,#b85893
Anchor,Anchor 1013,Terracotta,#b8674c
DMC,3064,Desert Sand,#b87359
CXC,CXC 3064,Desert Sand,#b87359
Finca,8069,Brown very light,#b87748
Cosmo,772,772,#b89b46
DMC,3819,Moss Green light,#b8b738
CXC,CXC 3819,Moss Green light,#b8b738
Anchor,Anchor 847,Grey Blue Ultra Very Light,#b8c3c6
Cosmo,630A,630A,#b8cc78
Cosmo,506,506,#b91d58
Anchor,Anchor 895,Shell Pink Medium,#b97472
DMC,436,Tan,#b97c4a
CXC,CXC 436,Tan,#b97c4a
Anchor,Anchor 363,Golden Brown Light,#b98347
Ariadna,1783,cocoa,#b99f87
DMC,3024,Brown Grey very light,#b9b09f
CXC,CXC 3024,Brown Grey very light,#b9b09f
Anchor,Anchor 343,Antique Blue Light,#b9c0cd
Cosmo,921,921,#b9c8a3
Cosmo,2251,2251,#b9dcdd
Sullivans,Sullivans 45229,Blue Ultra Very Light,#b9dde5
DMC,3804,Cyclamen Pink dark,#ba1861
CXC,CXC 3804,Cyclamen Pink dark,#ba1861
Finca,1661,Rose deep,#ba4a4a
DMC,644,Beige Grey medium,#bab094
CXC,CXC 644,Beige Grey medium,#bab094
Anchor,Anchor 42,Rose Very Dark,#bb4059
Cosmo,814,814,#bb4170
Finca,7944,Desert Sand dark,#bb8161
Anchor,Anchor 368,Coffee,#bb8f6e
Madeira,1910,Beige Brown LT,#bb9784
DMC,3743,Antique Violet very light,#bba9b8
CXC,CXC 3743,Antique Violet very light,#bba9b8
DMC,5,Light Driftwood,#bbafa5
CXC,CXC 05,Light Driftwood,#bbafa5
DMC,26,Pale Lavender,#bbb0d1
CXC,CXC 26,Pale Lavender,#bbb0d1
DMC,472,Avocado Green ultra light,#bbbb60
CXC,CXC 472,Avocado Green ultra light,#bbbb60
Anchor,Anchor 1060,Teal Ultra Light,#bbe3ea
Finca,2165,Dusty Rose ultra dark,#bc4365
Cosmo,483,483,#bc4a9b
DMC,921,Copper,#bc4d2e
CXC,CXC 921,Copper,#bc4d2e
Finca,7155,Old Gold dark,#bc8d0e
DMC,422,Hazelnut Brown light,#bc935b
CXC,CXC 422,Hazelnut Brown light,#bc935b
Finca,7392,Yellow Beige dark,#bc966a
Cosmo,307,307,#bc9769
Finca,8310,Drab Brown light,#bc9a78
Anchor,Anchor 887,Yellow Beige Medium,#bcae84
Finca,8562,Beaver Grey light,#bcb4ac
Anchor,Anchor 858,Fern Green Very Light,#bcc9b1
Sullivans,Sullivans 45082,Pistachio Green Very Light,#bcd1a1
Madeira,1701,Sea Foam Green LT,#bcd9c6
DMC,349,Coral dark,#bd1c29
CXC,CXC 349,Coral dark,#bd1c29
Finca,1166,,#bd2108
Madeira,208,Orange DK,#bd3a03
DMC,3776,Mahogany light,#bd5f36
CXC,CXC 3776,Mahogany light,#bd5f36
Sullivans,Sullivans 45173,Old Gold Medium,#bd7236
Cosmo,2424,2424,#bd856f
Finca,7057,Golden Olive,#bd9b51
Anchor,Anchor 231,Shell Grey Light,#bdaaa7
Sullivans,Sullivans 45107,Avocado Green Ultra Light,#bdb360
Madeira,1414,Avocado Green Pale,#bdb959
Finca,3721,Grey Green light,#bdcbcb
Finca,3802,Blue very light,#bddded
Cosmo,411,411,#bde4f2
Cosmo,106,106,#be374c
Cosmo,855,855,#be3b39
Cosmo,128,128,#be5f42
Ariadna,1770,desert sand light,#be8264
Ariadna,1752,rosewood dark,#be826e
DMC,210,Lavender medium,#be91cd
CXC,CXC 210,Lavender medium,#be91cd
Sullivans,Sullivans 45240,Beige Brown Very Light,#be988c
Sullivans,Sullivans 45372,Antique Violet Very Light,#beb0c6
Madeira,1605,Khaki Green LT,#beb16e
Ariadna,1684,green very light,#bed25a
Sullivans,Sullivans 45477,Blue Ultra Very Light,#bee0eb
Cosmo,561,561,#bee5d0
Ariadna,1650,heather very light,#beffff
Sullivans,Sullivans 45219,Coral Red Very Dark,#bf0013
Sullivans,Sullivans 45429,Raspberry Dark,#bf162c
Finca,1490,Salmon very dark,#bf2d2d
DMC,3607,Plum light,#bf3d8f
CXC,CXC 3607,Plum light,#bf3d8f
Ariadna,1555C,salmon pink very dark,#bf4949
Madeira,406,Salmon DK,#bf4e59
Cosmo,463,463,#bf706b
DMC,842,Beige Brown very light,#bf9f87
CXC,CXC 842,Beige Brown very light,#bf9f87
DMC,453,Shell Grey light,#bfada6
CXC,CXC 453,Shell Grey light,#bfada6
Anchor,Anchor 120,Blue Purple Very Light,#bfcfe9
Cosmo,2323,2323,#bfd771
Sullivans,Sullivans 45135,Cranberry Very Dark,#c0043e
Cosmo,800,800,#c02129
Madeira,213,Coral DK,#c0232e
Cosmo,406,406,#c03627
DMC,21,Light Alizarin,#c0614d
CXC,CXC 21,Light Alizarin,#c0614d
Madeira,2302,Golden Brown LT,#c0753e
Sullivans,Sullivans 45093,Hazel Nut Brown Light,#c08d65
Cosmo,761,761,#c0a9bc
Finca,8599,Shell Grey medium,#c0b3ae
Cosmo,821,821,#c0b65b
Madeira,2604,Nile Green DK,#c0bf9e
Finca,3305,Delft Blue pale,#c0ccde
Cosmo,730,730,#c0d5de
Madeira,702,Cerise,#c10064
DMC,3731,Dusty Rose very dark,#c1405f
CXC,CXC 3731,Dusty Rose very dark,#c1405f
DMC,3328,Salmon dark,#c1424b
CXC,CXC 3328,Salmon dark,#c1424b
Anchor,Anchor 1023,Dusty Rose,#c1606a
DMC,3778,Terra Cotta light,#c1695a
CXC,CXC 3778,Terra Cotta light,#c1695a
Cosmo,704,704,#c1782b
Anchor,Anchor 969,Dusty Violet Medium,#c18c8d
Sullivans,Sullivans 45462,Mocha Beige Light,#c1957b
Anchor,Anchor 90,Purple Light,#c197b5
Cosmo,2281,2281,#c19bc9
Cosmo,472,472,#c1aeae
Cosmo,171A,171A,#c1bcdb
Anchor,Anchor 234,Pearl Grey Very Light,#c1bfc4
DMC,369,Pistachio Green very light,#c1d49d
CXC,CXC 369,Pistachio Green very light,#c1d49d
Ariadna,1548,christmas red,#c20000
Sullivans,Sullivans 45352,Plum Light,#c22872
Ariadna,1563,raspberry,#c24065
Madeira,310,Copper Med LT,#c25b34
Madeira,711,Violet LT,#c26dab
Finca,7726,Golden Brown medium,#c28142
DMC,729,Old Gold medium,#c28940
CXC,CXC 729,Old Gold medium,#c28940
Anchor,Anchor 372,Tan,#c29f6c
Madeira,1806,Shell Grey LT,#c2aeac
DMC,3072,Beaver Grey very light,#c2c6be
CXC,CXC 3072,Beaver Grey very light,#c2c6be
Anchor,Anchor 128,Sky Blue Very Light,#c2d6f8
DMC,772,Yellow Green very light,#c2da97
CXC,CXC 772,Yellow Green very light,#c2da97
Cosmo,269,269,#c2de70
Anchor,Anchor 29,Baby Pink Ultra Very Dark,#c31e37
Ariadna,1530,apricot ultra dark,#c33204
Cosmo,187,187,#c33f2c
Madeira,2502,Bright Terracotta Me,#c3463b
Anchor,Anchor 87,Mauve,#c34b99
Anchor,Anchor 62,Cerise Light,#c34c84
Ariadna,1741,mahogany light,#c35a1e
DMC,3852,Straw very dark,#c3801b
CXC,CXC 3852,Straw very dark,#c3801b
Anchor,Anchor 890,Old Gold Medium,#c38531
Madeira,802,Lavender LT,#c399d2
Anchor,Anchor 388,Beige Brown Light,#c3b1a7
Madeira,209,Orange VY DK,#c41b35
DMC,976,Golden Brown medium,#c46a2c
CXC,CXC 976,Golden Brown medium,#c46a2c
DMC,554,Violet light,#c48bc3
CXC,CXC 554,Violet light,#c48bc3
Madeira,2209,Gold Med,#c4921f
Anchor,Anchor 956,Yellow Green Ultra Very Light,#c4bc96
Anchor,Anchor 842,Khaki Green Light,#c4be9c
DMC,762,Pearl Grey very light,#c4c5ce
CXC,CXC 762,Pearl Grey very light,#c4c5ce
Sullivans,Sullivans 45374,Blue Violet Very Light,#c4cce3
Sullivans,Sullivans 45272,Grey Green Very Light,#c4cfc9
Sullivans,Sullivans 45377,Antique Blue Ultra Light,#c4d8e4
Finca,4218,Blue Green light,#c4decc
Sullivans,Sullivans 45073,Coral Dark,#c50018
Finca,2402,Plum light,#c54989
Finca,7813,Terra Cotta medium,#c56a5b
Cosmo,574,574,#c5984b
Madeira,2204,Old Gold LT,#c59c47
DMC,3046,Yellow Beige medium,#c5a966
CXC,CXC 3046,Yellow Beige medium,#c5a966
Cosmo,2006,2006,#c5aa33
Cosmo,712,712,#c5bfb2
DMC,1,White Tin,#c5c5c5
CXC,CXC 01,White Tin,#c5c5c5
Anchor,Anchor 213,Misty Green Ultra Very Light,#c5c7b6
Anchor,Anchor 975,Blue Very Light,#c5cdd6
Sullivans,Sullivans 45062,Christmas Red,#c60018
DMC,601,Cranberry dark,#c61b57
CXC,CXC 601,Cranberry dark,#c61b57
DMC,900,Burnt Orange dark,#c63423
CXC,CXC 900,Burnt Orange dark,#c63423
DMC,3832,Raspberry medium,#c63850
CXC,CXC 3832,Raspberry medium,#c63850
Madeira,708,Mauve Med,#c64297
Anchor,Anchor 41,Rose Dark,#c64e67
Finca,7644,Copper,#c66218
Cosmo,703,703,#c68030
Finca,7386,Hazel Nut Brown light,#c69f7b
Cosmo,261,261,#c6a2cb
Cosmo,2005,2005,#c6b244
Ariadna,1561,cranberry dark,#c7002e
Finca,1902,Christmas Red,#c72b3b
Sullivans,Sullivans 45450,Straw Very Dark,#c7671f
DMC,834,Golden Olive very light,#c7a550
CXC,CXC 834,Golden Olive very light,#c7a550
Cosmo,3115,3115,#c81b45
Anchor,Anchor 9046,Christmas Red Bright,#c82300
Ariadna,1529,apricot very dark,#c83c00
Ariadna,1760,soiled coral,#c84b50
Madeira,610,Dusty Rose VY DK,#c84f89
Anchor,Anchor 883,Antique Mahogany,#c8755a
Ariadna,1779,golden brown medium,#c8782d
Ariadna,1729,old gold very dark,#c88c46
Ariadna,1778,golden brown,#c8a064
Finca,7046,Golden Olive light,#c8ab6c
Cosmo,771,771,#c8b060
Sullivans,Sullivans 45150,Beige Grey Medium,#c8bd9f
Ariadna,1711,olive green,#c8be50
Ariadna,1815,steel,#c8beaf
Ariadna,1704,khaki green light,#c8c882
Ariadna,1646,grey green light,#c8d2c8
Sullivans,Sullivans 45188,Sky Blue Very Light,#c8eff1
Anchor,Anchor 9159,Baby Blue Very Light,#c8f1ff
Ariadna,1697,parrot green light,#c8ff32
DMC,666,Christmas Red bright,#c90023
CXC,CXC 666,Christmas Red bright,#c90023
Ariadna,1555,christmas red dark,#c92b55
Sullivans,Sullivans 45391,Terra Cotta Light,#c95551
Madeira,505,Baby Pink DK,#c95770
Sullivans,Sullivans 45201,Topaz Medium,#c96126
Cosmo,2222,2222,#c96899
Finca,2240,Mauve,#c96b70
DMC,3727,Antique Mauve light,#c9899c
CXC,CXC 3727,Antique Mauve light,#c9899c
Anchor,Anchor 96,Violet Very Light,#c98cb8
Ariadna,1576,shell pink,#c991a6
DMC,778,Antique Mauve very light,#c9949e
CXC,CXC 778,Antique Mauve very light,#c9949e
Sullivans,Sullivans 45235,Golden Olive Very Light,#c99852
Madeira,1907,Beige Grey Med LT,#c9af9a
Ariadna,1582,antique violet light,#c9b1c1
Cosmo,380,380,#c9b5ac
Cosmo,551,551,#c9bcd8
Ariadna,1673,soiled green,#c9da96
Sullivans,Sullivans 45072,Salmon Very Dark,#ca1e29
Cosmo,344,344,#ca2d32
Anchor,Anchor 334,Orange Red Very Dark,#ca3c00
Sullivans,Sullivans 45305,Golden Brown Medium,#ca542d
Sullivans,Sullivans 45357,Mauve Medium,#ca5884
Madeira,813,Shell Pink,#ca8591
Anchor,Anchor 1016,Antique Mauve Very Light,#ca97a1
Anchor,Anchor 1082,Taupe Medium Light,#caae8c
Sullivans,Sullivans 45195,Baby Blue Very Light,#cae2e8
Madeira,1101,Blue VY LT,#cae8eb
Cosmo,2186,2186,#cb5435
Sullivans,Sullivans 45368,Antique Mauve Light,#cb829d
Cosmo,151,151,#cbc4b3
Sullivans,Sullivans 45251,Burnt Orange Dark,#cc0d18
DMC,3805,Cyclamen Pink,#cc2b73
CXC,CXC 3805,Cyclamen Pink,#cc2b73
Ariadna,1553,light red,#cc2f2f
Sullivans,Sullivans 45389,Mahogany Light,#cc5030
Anchor,Anchor 338,Mahogany Light,#cc6144
Ariadna,1574,shell pink dark,#cc7882
Cosmo,2652,2652,#cc7f91
DMC,152,Shell Pink medium light,#cc8285
CXC,CXC 152,Shell Pink medium light,#cc8285
Finca,1981,Shell Pink light,#cc847c
DMC,19,Medium Light Autumn Gold,#cc9c52
CXC,CXC 19,Medium Light Autumn Gold,#cc9c52
Madeira,2612,Dusty Violet Med,#cca1b6
Sullivans,Sullivans 45329,Yellow Beige Medium,#cca46c
Finca,5224,Mustard light,#ccb784
Sullivans,Sullivans 45103,Shell Grey Light,#ccbab2
Anchor,Anchor 852,Avocado Ultra Very Light,#ccc2a5
Anchor,Anchor 830,Drab Brown Very Light,#ccc3bc
Cosmo,2010,2010,#ccde52
Cosmo,323,323,#cce08b
Cosmo,505A,505A,#cd2c71
Sullivans,Sullivans 45267,Copper,#cd3624
Cosmo,573,573,#cdaa6d
Madeira,2001,Mocha Brown LT,#cdb8a1
Sullivans,Sullivans 45043,Lavender Light,#cdb8ea
DMC,165,Moss Green very light,#cdc965
CXC,CXC 165,Moss Green very light,#cdc965
DMC,15,Apple Green,#cdd684
CXC,CXC 15,Apple Green,#cdd684
Madeira,2504,Wedgewood VY LT,#cdd7d9
Cosmo,521A,521A,#cde0e2
Ariadna,1610,blue very light,#cdf0ff
Ariadna,1639,sea green ultra light,#cdf0ff
Anchor,Anchor 35,Pink Bright Dark,#ce4060
Cosmo,813,813,#ce6b8b
Sullivans,Sullivans 45467,Shell Pink Medium Light,#ce7885
Madeira,2601,Coffee Brown VY LT,#ce8d78
Finca,1068,Topaz medium,#ce9124
Ariadna,1588A,lavender dark,#ce96e3
Cosmo,233,233,#cea7ae
Madeira,2206,Avocado VY LT,#ceb471
DMC,10,Very Light Tender Green,#ceceb8
CXC,CXC 10,Very Light Tender Green,#ceceb8
Sullivans,Sullivans 45322,Brown Grey Very Light,#cecebe
DMC,14,Pale Apple Green,#ced194
CXC,CXC 14,Pale Apple Green,#ced194
Cosmo,629,629,#ced78e
Ariadna,1569,cyclamen pink dark,#cf0079
Cosmo,240,240,#cf2448
Sullivans,Sullivans 45369,Dusty Rose Very Dark,#cf305d
DMC,3833,Raspberry light,#cf556a
CXC,CXC 3833,Raspberry light,#cf556a
DMC,3712,Salmon medium,#cf575c
CXC,CXC 3712,Salmon medium,#cf575c
Ariadna,1565A,raspberry medium,#cf6c7b
DMC,3773,Desert Sand Medium,#cf866d
CXC,CXC 3773,Desert Sand Medium,#cf866d
Ariadna,1579,antique rose,#cf93b2
DMC,12,Tender Green,#cfc662
CXC,CXC 12,Tender Green,#cfc662
Madeira,901,Blue Violet VY LT,#cfccfc
Madeira,709,Mauve LT,#d064aa
DMC,783,Topaz medium,#d0842c
CXC,CXC 783,Topaz medium,#d0842c
DMC,25,Ultra Light Lavender,#d0cadb
CXC,CXC 25,Ultra Light Lavender,#d0cadb
Madeira,1309,Pistachio Green VY L,#d0fab6
Finca,1344,Burnt Orange dark,#d15807
DMC,3853,Autumn Gold dark,#d1642c
CXC,CXC 3853,Autumn Gold dark,#d1642c
DMC,3688,Mauve medium,#d16987
CXC,CXC 3688,Mauve medium,#d16987
Anchor,Anchor 894,Shell Pink Medium Light,#d19291
DMC,437,Tan light,#d19c6a
CXC,CXC 437,Tan light,#d19c6a
DMC,153,Violet very light,#d19ec4
CXC,CXC 153,Violet very light,#d19ec4
Madeira,1804,Pearl Grey VY LT,#d1cdcc
Ariadna,1801A,brown grey light,#d1d6c7
Cosmo,116,116,#d1dd8c
Anchor,Anchor 158,Baby Blue Ultra Very Light,#d1f3f5
Sullivans,Sullivans 45401,Cyclamen Pink Dark,#d2165a
